Raw Name                                           Friendly Name
R_BLDG4_WIN_02                                     R Bldg4 Win 02
R_BLDG4_WIN_02_N                                   R Bldg4 Win 02 N
R_BLDG5_WIN_02                                     R Bldg5 Win 02
R_BLDG5_WIN_02_N                                   R Bldg5 Win 02 N
R_BLDG6_DOOR_01                                    R Bldg6 Door 01
R_BLDG6_DOOR_01_N                                  R Bldg6 Door 01 N
R_BLDG6_WIN_01                                     R Bldg6 Win 01
R_BLDG6_WIN_01_N                                   R Bldg6 Win 01 N
R_BLDG6_WIN_02                                     R Bldg6 Win 02
R_BLDG6_WIN_02_N                                   R Bldg6 Win 02 N
R_BLDG7_DOOR_01                                    R Bldg7 Door 01
R_BLDG7_DOOR_01_N                                  R Bldg7 Door 01 N
R_BLDG7_WIN_01                                     R Bldg7 Win 01
R_BLDG7_WIN_01_N                                   R Bldg7 Win 01 N
R_BLDG_08_DOOR_01                                  R Bldg 08 Door 01
R_BLDG_08_DOOR_01_N                                R Bldg 08 Door 01 N
R_BLDG_08_WIN_01                                   R Bldg 08 Win 01
R_BLDG_08_WIN_01_N                                 R Bldg 08 Win 01 N
R_BLDG_08_WIN_02                                   R Bldg 08 Win 02
R_BLDG_08_WIN_02_N                                 R Bldg 08 Win 02 N
R_BLDG_08_WIN_03                                   R Bldg 08 Win 03
R_BLDG_08_WIN_03_N                                 R Bldg 08 Win 03 N
R_L_SIDE                                           Residential Landmark Side
R_L_SIDE_N                                         Residential Landmark Side (Night)
R_L_TRACK                                          Residential Landmark Track
R_NAVYPIER                                         Navy Pier
R_WIN_01                                           R Win 01
R_WIN_01_N                                         R Win 01 N
R_WIN_02                                           R Win 02
R_WIN_02_N                                         R Win 02 N
R_WIN_4                                            R Win 4
R_WIN_4_N                                          R Win 4 N
R_WIN_5                                            R Win 5
R_WIN_5_N                                          R Win 5 N
R_WIN_6                                            R Win 6
R_WIN_6_N                                          R Win 6 N
R_WIN_7                                            R Win 7
R_WIN_7_N                                          R Win 7 N
R_WIN_9                                            R Win 9
R_WIN_9_N                                          R Win 9 N
SDWLK                                              Sidewalk
SDWLK2                                             Sidewalk 2
SDWLK_N                                            Sidewalk (Night)
SHADMAP_DAY                                        Shadow Map (Day)
SHADMAP_MORNEVE                                    Shadow Map (Morning/Evening)
SHADMAP_NITE                                       Shadow Map (Night)
SHADMAP_RAINSNOW                                   Shadow Map (Rain/Snow)
SKY_DC                                             Sky (Day, Clear)
SKY_DF                                             Sky (Day, Fog)
SKY_DR                                             Sky (Day, Rain)
SKY_DR_FLASH                                       Sky Lightning Flash (Day, Rain)
SKY_DS                                             Sky (Day, Snow)
SKY_MC                                             Sky (Morning, Clear)
SKY_MF                                             Sky (Morning, Fog)
SKY_MR                                             Sky (Morning, Rain)
SKY_MS                                             Sky (Morning, Snow)
SKY_NC                                             Sky (Night, Clear)
SKY_NF                                             Sky (Night, Fog)
SKY_NR                                             Sky (Night, Rain)
SKY_NS                                             Sky (Night, Snow)
SKY_SC                                             Sky (Sunset, Clear)
SKY_SF                                             Sky (Sunset, Fog)
SKY_SR                                             Sky (Sunset, Rain)
SKY_SS                                             Sky (Sunset, Snow)
SNOW                                               Snow
SNOW_N                                             Snow (Night)
SUITTIE                                            Suit & Tie
SUITTIE_N                                          Suit & Tie (Night)
TIRE_TRACK                                         Tire Track
TPSBUS                                             Traffic Bus
TP_LIGHT                                           Traffic Prop Light
TP_LIGHT_N                                         Traffic Prop Light N
T_1WAY                                             Town 1Way
T_2WAY                                             Town 2Way
T_75                                               Town  #75
T_APT1_BRICK                                       Town Apt1 Brick
T_APT1_BRICK_N                                     Town Apt1 Brick (Night)
T_APT1_DOOR_01                                     Town Apt1 Door #1
T_APT1_DOOR_01_N                                   Town Apt1 Door #1 (Night)
T_APT1_WIN_01                                      Town Apt1 Win #1
T_APT1_WIN_01_N                                    Town Apt1 Win #1 (Night)
T_APT1_WIN_02                                      Town Apt1 Win #2
T_APT1_WIN_02_N                                    Town Apt1 Win #2 (Night)
T_APT2_BRICK                                       Town Apt2 Brick
T_APT2_BRICK_N                                     Town Apt2 Brick (Night)
T_APT2_DOOR_01                                     Town Apt2 Door #1
T_APT2_DOOR_01_N                                   Town Apt2 Door #1 (Night)
T_APT2_WIN_01                                      Town Apt2 Win #1
T_APT2_WIN_01_N                                    Town Apt2 Win #1 (Night)
T_APT2_WIN_02                                      Town Apt2 Win #2
T_APT2_WIN_02_N                                    Town Apt2 Win #2 (Night)
T_APT3_BRICK                                       Town Apt3 Brick
T_APT3_BRICK_N                                     Town Apt3 Brick (Night)
T_APT3_DOOR_01                                     Town Apt3 Door #1
T_APT3_DOOR_01_N                                   Town Apt3 Door #1 (Night)
T_APT3_WIN_02                                      Town Apt3 Win #2
T_APT3_WIN_02_N                                    Town Apt3 Win #2 (Night)
T_ASPHALT                                          Town Asphalt
T_ASPHALTLINES                                     Town Asphalt Lines
T_ASPHALTLINES_N                                   Town Asphalt Lines (Night)
T_ASPHALTLINES_NO                                  Town Asphaltlines No
T_ASPHALTLINES_NO_N                                Town Asphaltlines No (Night)
T_ASPHALT_N                                        Town Asphalt (Night)
T_ASPHALT_NO                                       Town Asphalt No
T_ASPHALT_NO_N                                     Town Asphalt No (Night)
T_AWNING                                           Town Awning
T_AWNING_N                                         Town Awning (Night)
T_BARRICADE                                        Town Barricade
T_BLACK                                            Town Black
T_BLACKLINE                                        Town Black Line
T_BLACKLINE_N                                      Town Black Line (Night)
T_BLACK_N                                          Town Black (Night)
T_BOX                                              Town Box
T_BOX_02                                           Town Box #2
T_BRN_BRICK                                        Town Brn Brick
T_BRN_BRICK_N                                      Town Brn Brick (Night)
T_BRN_WIN_01                                       Town Brn Win #1
T_BRN_WIN_01_N                                     Town Brn Win #1 (Night)
T_BRN_WIN_02                                       Town Brn Win #2
T_BRN_WIN_02_N                                     Town Brn Win #2 (Night)
T_CARDBORDBOX                                      Town Cardboard Box
T_CAUTION                                          Town Caution
T_CD_SIGN                                          Town Cd Sign
T_CD_SIGN_N                                        Town Cd Sign (Night)
T_CD_WIN_01                                        Town Cd Win #1
T_CD_WIN_01_N                                      Town Cd Win #1 (Night)
T_CLUB_SIGN                                        Town Club Sign
T_CLUB_SIGN_N                                      Town Club Sign (Night)
T_CLUB_WIN_01                                      Town Club Win #1
T_CLUB_WIN_01_N                                    Town Club Win #1 (Night)
T_CONCRETE01                                       Town Concrete01
T_CONCRETE01_N                                     Town Concrete01 (Night)
T_CONCRETE_NO                                      Town Concrete No
T_CONCRETE_NO_N                                    Town Concrete No (Night)
T_DEPT_SIGN_01                                     Town Dept Sign #1
T_DEPT_SIGN_01_N                                   Town Dept Sign #1 (Night)
T_DIRT                                             Town Dirt
T_DIRT_N                                           Town Dirt (Night)
T_DMPSTRFRNT                                       Town Dumpster Front
T_DO_NOT_ENTER                                     Town Do Not Enter
T_DRUG_SIGN_01                                     Town Drug Sign #1
T_DRUG_SIGN_01_N                                   Town Drug Sign #1 (Night)
T_EXIT                                             Town Exit
T_FISH                                             Town Fish
T_FLOOR                                            Town Floor
T_GLASS                                            Town Glass
T_GRASS                                            Town Grass
T_GRASS_FALL                                       Town Grass (Fall)
T_GRASS_FALL_N                                     Town Grass (Fall, Night)
T_GRASS_N                                          Town Grass (Night)
T_GRASS_WIN                                        Town Grass (Winter)
T_GRASS_WIN_N                                      Town Grass (Winter, Night)
T_GRAY_BRICK                                       Town Gray Brick
T_GRAY_BRICK_N                                     Town Gray Brick (Night)
T_GRAY_DOOR_01                                     Town Gray Door #1
T_GRAY_DOOR_01_N                                   Town Gray Door #1 (Night)
T_GRAY_WIN_01                                      Town Gray Win #1
T_GRAY_WIN_01_N                                    Town Gray Win #1 (Night)
T_GRAY_WIN_02                                      Town Gray Win #2
T_GRAY_WIN_02_N                                    Town Gray Win #2 (Night)
T_GRID                                             Town Grid
T_GRID_N                                           Town Grid (Night)
T_JERSEY_RAIL                                      Town Jersey Rail
T_LIGHT                                            Town Light
T_LIGHT_N                                          Town Light (Night)
T_L_ONLY                                           Town L Only
T_MAIL_BOX                                         Town Mail Box
T_MAIL_BOX_N                                       Town Mail Box (Night)
T_METER                                            Town Meter
T_NEWS                                             Town Newsstand
T_NO_PARK02                                        Town No Park02
T_NO_PARK02_N                                      Town No Park02 (Night)
T_PHONE                                            Town Phone
T_POLE                                             Town Pole
T_POLE_N                                           Town Pole (Night)
T_RAIL                                             Town Rail
T_RAIL03                                           Town Rail03
T_RAIL_01                                          Town Rail #1
T_RAIL_01_N                                        Town Rail #1 (Night)
T_RAIL_N                                           Town Rail (Night)
T_RED_BLACK_BARRICADE                              Town Red Black Barricade
T_ROOF_LIGHT                                       Town Roof Light
T_RUBLE                                            Town Rubble
T_RUBLE_N                                          Town Rubble (Night)
T_RUF_WIN_01                                       Town Ruf Win #1
T_RUF_WIN_01_N                                     Town Ruf Win #1 (Night)
T_SHIP                                             Town Ship
T_SLIDINGDOOR                                      Town Sliding Door
T_SLIDINGDOOR_N                                    Town Sliding Door (Night)
T_STEP                                             Town Step
T_STEP_N                                           Town Step (Night)
T_STEP_SIDE                                        Town Step Side
T_STEP_TOP                                         Town Step Top
T_STOP                                             Town Stop
T_STOP_BACK                                        Town Stop Back
T_STOP_LIGHT                                       Town Stop Light
T_STOR1_BRICK                                      Town Stor1 Brick
T_STOR1_BRICK_N                                    Town Stor1 Brick (Night)
T_STOR1_DOOR_01                                    Town Stor1 Door #1
T_STOR1_DOOR_01_N                                  Town Stor1 Door #1 (Night)
T_STOR1_WIN_01                                     Town Stor1 Win #1
T_STOR1_WIN_01_N                                   Town Stor1 Win #1 (Night)
T_STOR1_WIN_02                                     Town Stor1 Win #2
T_STOR1_WIN_02_N                                   Town Stor1 Win #2 (Night)
T_STOR2_BRICK                                      Town Stor2 Brick
T_STOR2_BRICK_N                                    Town Stor2 Brick (Night)
T_STOR2_DOOR_01                                    Town Stor2 Door #1
T_STOR2_DOOR_01_N                                  Town Stor2 Door #1 (Night)
T_STOR2_WIN_01                                     Town Stor2 Win #1
T_STOR2_WIN_01_N                                   Town Stor2 Win #1 (Night)
T_STOR2_WIN_02                                     Town Stor2 Win #2
T_STOR2_WIN_02_N                                   Town Stor2 Win #2 (Night)
T_TRASH                                            Town Trash
T_TRASH_N                                          Town Trash (Night)
T_TREE_15M                                         Town Tree 15M
T_TREE_15M_FALL                                    Town Tree 15M (Fall)
T_TREE_15M_WIN                                     Town Tree 15M (Winter)
T_TREE_MALL                                        Town Tree Mall
T_TREE_SPARCE                                      Town Tree Sparce
T_TREE_SPARCE_FALL                                 Town Tree Sparce (Fall)
T_TREE_SPARCE_WIN                                  Town Tree Sparce (Winter)
T_TUN_SW                                           Town Tun Sw
T_TUN_TOP                                          Town Tun Top
T_TUN_WALL                                         Town Tun Wall
T_USFLAG                                           Town US Flag
T_WALK_ALLEY                                       Town Walk Alley
T_WALK_ALLEY_FALL                                  Town Walk Alley (Fall)
T_WALL                                             Town Wall
T_WALL02                                           Town Wall02
T_WALL02_N                                         Town Wall02 (Night)
T_WALL02_WIN                                       Town Wall02 (Winter)
T_WALL02_WIN_N                                     Town Wall02 (Winter, Night)
T_WALL_N                                           Town Wall (Night)
T_WALL_NO                                          Town Wall No
T_WALL_WIN                                         Town Wall (Winter)
T_WALL_WIN_N                                       Town Wall (Winter, Night)
T_WATER                                            Town Water
T_WATER_LAVA                                       Town Water Lava
T_WATER_N                                          Town Water (Night)
T_WATER_WIN                                        Town Water (Winter)
T_WOOD                                             Town Wood
T_WOOD_N                                           Town Wood (Night)
T_WORK1                                            Town Work1
T_WORK2                                            Town Work2
T_WRONGWAY                                         Town Wrongway
VABUS_BK                                           Ambient Bus Back
VABUS_FT                                           Ambient Bus Front
VABUS_SD                                           Ambient Bus Side
VABUS_TP                                           Ambient Bus Top
VACOMP_WHL                                         Ambient Compact Wheel
VAHEADLIGHT                                        Ambient Headlight
VALIMO_WHL                                         Ambient Limo Wheel
VASIGNALUNIT                                       Ambient Signal Unit
VASTOPUNIT                                         Ambient Stop Unit
VASWHL                                             Ambient Small Wheel
VATAXI_BK                                          Ambient Taxi Back
VATAXI_SD                                          Ambient Taxi Side
VPBUGBLUE_BK                                       Beetle (Blue) – Back
VPBUGBLUE_BK_DMG                                   Beetle (Blue) – Back Damaged
VPBUGBLUE_BK_VL                                    Beetle (Blue) – Back Vending (Lit)
VPBUGBLUE_FT                                       Beetle (Blue) – Front
VPBUGBLUE_FT_DMG                                   Beetle (Blue) – Front Damaged
VPBUGBLUE_FT_VL                                    Beetle (Blue) – Front Vending (Lit)
VPBUGBLUE_SD                                       Beetle (Blue) – Side
VPBUGBLUE_SD_DMG                                   Beetle (Blue) – Side Damaged
VPBUGBLUE_SD_VL                                    Beetle (Blue) – Side Vending (Lit)
VPBUGGREY_BK                                       Beetle (Gray) – Back
VPBUGGREY_BK_DMG                                   Beetle (Gray) – Back Damaged
VPBUGGREY_BK_VL                                    Beetle (Gray) – Back Vending (Lit)
VPBUGGREY_FT                                       Beetle (Gray) – Front
VPBUGGREY_FT_DMG                                   Beetle (Gray) – Front Damaged
VPBUGGREY_FT_VL                                    Beetle (Gray) – Front Vending (Lit)
VPBUGGREY_SD                                       Beetle (Gray) – Side
VPBUGGREY_SD_DMG                                   Beetle (Gray) – Side Damaged
VPBUGGREY_SD_VL                                    Beetle (Gray) – Side Vending (Lit)
VPBUGRED_BK                                        Beetle (Red) – Back
VPBUGRED_BK_DMG                                    Beetle (Red) – Back Damaged
VPBUGRED_BK_VL                                     Beetle (Red) – Back Vending (Lit)
VPBUGRED_FT                                        Beetle (Red) – Front
VPBUGRED_FT_DMG                                    Beetle (Red) – Front Damaged
VPBUGRED_FT_VL                                     Beetle (Red) – Front Vending (Lit)
VPBUGRED_SD                                        Beetle (Red) – Side
VPBUGRED_SD_DMG                                    Beetle (Red) – Side Damaged
VPBUGRED_SD_VL                                     Beetle (Red) – Side Vending (Lit)
VPBUGSHDW                                          Beetle Shadow
VPBUGYELLOW_BK                                     Beetle (Yellow) – Back
VPBUGYELLOW_BK_DMG                                 Beetle (Yellow) – Back Damaged
VPBUGYELLOW_BK_VL                                  Beetle (Yellow) – Back Vending (Lit)
VPBUGYELLOW_FT                                     Beetle (Yellow) – Front
VPBUGYELLOW_FT_DMG                                 Beetle (Yellow) – Front Damaged
VPBUGYELLOW_FT_VL                                  Beetle (Yellow) – Front Vending (Lit)
VPBUGYELLOW_SD                                     Beetle (Yellow) – Side
VPBUGYELLOW_SD_DMG                                 Beetle (Yellow) – Side Damaged
VPBUGYELLOW_SD_VL                                  Beetle (Yellow) – Side Vending (Lit)
VPBUG_WHL                                          Beetle – Wheel
VPBULLETBLUE_BKLFT                                 Bullet GT (Blue) – Back Left
VPBULLETBLUE_BKLFT_DMG                             Bullet GT (Blue) – Back Left Damaged
VPBULLETBLUE_BKRGT                                 Bullet GT (Blue) – Back Right
VPBULLETBLUE_BKRGT_DMG                             Bullet GT (Blue) – Back Right Damaged
VPBULLETBLUE_BK_VL                                 Bullet GT (Blue) – Back Vending (Lit)
VPBULLETBLUE_FT                                    Bullet GT (Blue) – Front
VPBULLETBLUE_FT_DMG                                Bullet GT (Blue) – Front Damaged
VPBULLETBLUE_FT_VL                                 Bullet GT (Blue) – Front Vending (Lit)
VPBULLETBLUE_SD                                    Bullet GT (Blue) – Side
VPBULLETBLUE_SD_DMG                                Bullet GT (Blue) – Side Damaged
VPBULLETBLUE_SD_VL                                 Bullet GT (Blue) – Side Vending (Lit)
VPBULLETBLUE_TPBK                                  Bullet GT (Blue) – Top Back
VPBULLETBLUE_TPBK_DMG                              Bullet GT (Blue) – Top Back Damaged
VPBULLETBLUE_TPFT                                  Bullet GT (Blue) – Top Front
VPBULLETBLUE_TPFT_DMG                              Bullet GT (Blue) – Top Front Damaged
VPBULLETBLUE_TP_VL                                 Bullet GT (Blue) – Top Vending (Lit)
VPBULLETRED_BKLFT                                  Bullet GT (Red) – Back Left
VPBULLETRED_BKLFT_DMG                              Bullet GT (Red) – Back Left Damaged
VPBULLETRED_BKRGT                                  Bullet GT (Red) – Back Right
VPBULLETRED_BKRGT_DMG                              Bullet GT (Red) – Back Right Damaged
VPBULLETRED_BK_VL                                  Bullet GT (Red) – Back Vending (Lit)
VPBULLETRED_FT                                     Bullet GT (Red) – Front
VPBULLETRED_FT_DMG                                 Bullet GT (Red) – Front Damaged
VPBULLETRED_FT_VL                                  Bullet GT (Red) – Front Vending (Lit)
VPBULLETRED_SD                                     Bullet GT (Red) – Side
VPBULLETRED_SD_DMG                                 Bullet GT (Red) – Side Damaged
VPBULLETRED_SD_VL                                  Bullet GT (Red) – Side Vending (Lit)
VPBULLETRED_TPBK                                   Bullet GT (Red) – Top Back
VPBULLETRED_TPBK_DMG                               Bullet GT (Red) – Top Back Damaged
VPBULLETRED_TPFT                                   Bullet GT (Red) – Top Front
VPBULLETRED_TPFT_DMG                               Bullet GT (Red) – Top Front Damaged
VPBULLETRED_TP_VL                                  Bullet GT (Red) – Top Vending (Lit)
VPBULLETWHITE_BKLFT                                Bullet GT (White) – Back Left
VPBULLETWHITE_BKLFT_DMG                            Bullet GT (White) – Back Left Damaged
VPBULLETWHITE_BKRGT                                Bullet GT (White) – Back Right
VPBULLETWHITE_BKRGT_DMG                            Bullet GT (White) – Back Right Damaged
VPBULLETWHITE_BK_VL                                Bullet GT (White) – Back Vending (Lit)
VPBULLETWHITE_FT                                   Bullet GT (White) – Front
VPBULLETWHITE_FT_DMG                               Bullet GT (White) – Front Damaged
VPBULLETWHITE_FT_VL                                Bullet GT (White) – Front Vending (Lit)
VPBULLETWHITE_SD                                   Bullet GT (White) – Side
VPBULLETWHITE_SD_DMG                               Bullet GT (White) – Side Damaged
VPBULLETWHITE_SD_VL                                Bullet GT (White) – Side Vending (Lit)
VPBULLETWHITE_TPBK                                 Bullet GT (White) – Top Back
VPBULLETWHITE_TPBK_DMG                             Bullet GT (White) – Top Back Damaged
VPBULLETWHITE_TPFT                                 Bullet GT (White) – Top Front
VPBULLETWHITE_TPFT_DMG                             Bullet GT (White) – Top Front Damaged
VPBULLETWHITE_TP_VL                                Bullet GT (White) – Top Vending (Lit)
VPBULLET_BKLFT                                     Bullet GT – Back Left
VPBULLET_BKLFT_DMG                                 Bullet GT – Back Left Damaged
VPBULLET_BKRGT                                     Bullet GT – Back Right
VPBULLET_BKRGT_DMG                                 Bullet GT – Back Right Damaged
VPBULLET_BK_VL                                     Bullet GT – Back Vending (Lit)
VPBULLET_DASHL                                     Bullet GT – Dashboard Left
VPBULLET_DASHM                                     Bullet GT – Dashboard Mid
VPBULLET_DASHR                                     Bullet GT – Dashboard Right
VPBULLET_FT                                        Bullet GT – Front
VPBULLET_FT_DMG                                    Bullet GT – Front Damaged
VPBULLET_FT_VL                                     Bullet GT – Front Vending (Lit)
VPBULLET_SD                                        Bullet GT – Side
VPBULLET_SD_DMG                                    Bullet GT – Side Damaged
VPBULLET_SD_VL                                     Bullet GT – Side Vending (Lit)
VPBULLET_SNEEDLE                                   Bullet GT – Speedometer Needle
VPBULLET_STRWHEEL                                  Bullet GT – Steering Wheel
VPBULLET_TIRE                                      Bullet GT – Tire Track
VPBULLET_TPBK                                      Bullet GT – Top Back
VPBULLET_TPBK_DMG                                  Bullet GT – Top Back Damaged
VPBULLET_TPFT                                      Bullet GT – Top Front
VPBULLET_TPFT_DMG                                  Bullet GT – Top Front Damaged
VPBULLET_TP_VL                                     Bullet GT – Top Vending (Lit)
VPBUSBLUE_BK                                       Bus (Blue) – Back
VPBUSBLUE_BK_DMG                                   Bus (Blue) – Back Damaged
VPBUSBLUE_BK_VL                                    Bus (Blue) – Back Vending (Lit)
VPBUSBLUE_FT                                       Bus (Blue) – Front
VPBUSBLUE_FT_DMG                                   Bus (Blue) – Front Damaged
VPBUSBLUE_FT_VL                                    Bus (Blue) – Front Vending (Lit)
VPBUSBLUE_SD_BK                                    Bus (Blue) – Side Back
VPBUSBLUE_SD_BK_DMG                                Bus (Blue) – Side Back Damaged
VPBUSBLUE_SD_FT                                    Bus (Blue) – Side Front
VPBUSBLUE_SD_FT_DMG                                Bus (Blue) – Side Front Damaged
VPBUSBLUE_SD_VL                                    Bus (Blue) – Side Vending (Lit)
VPBUSBLUE_TP_BK                                    Bus (Blue) – Top Back
VPBUSBLUE_TP_BK_DMG                                Bus (Blue) – Top Back Damaged
VPBUSBLUE_TP_FT                                    Bus (Blue) – Top Front
VPBUSBLUE_TP_FT_DMG                                Bus (Blue) – Top Front Damaged
VPBUSBLUE_TP_VL                                    Bus (Blue) – Top Vending (Lit)
VPBUSORANGE_BK                                     Bus (Orange) – Back
VPBUSORANGE_BK_DMG                                 Bus (Orange) – Back Damaged
VPBUSORANGE_BK_VL                                  Bus (Orange) – Back Vending (Lit)
VPBUSORANGE_FT                                     Bus (Orange) – Front
VPBUSORANGE_FT_DMG                                 Bus (Orange) – Front Damaged
VPBUSORANGE_FT_VL                                  Bus (Orange) – Front Vending (Lit)
VPBUSORANGE_SD_BK                                  Bus (Orange) – Side Back
VPBUSORANGE_SD_BK_DMG                              Bus (Orange) – Side Back Damaged
VPBUSORANGE_SD_FT                                  Bus (Orange) – Side Front
VPBUSORANGE_SD_FT_DMG                              Bus (Orange) – Side Front Damaged
VPBUSORANGE_SD_VL                                  Bus (Orange) – Side Vending (Lit)
VPBUSORANGE_TP_BK                                  Bus (Orange) – Top Back
VPBUSORANGE_TP_BK_DMG                              Bus (Orange) – Top Back Damaged
VPBUSORANGE_TP_FT                                  Bus (Orange) – Top Front
VPBUSORANGE_TP_FT_DMG                              Bus (Orange) – Top Front Damaged
VPBUSORANGE_TP_VL                                  Bus (Orange) – Top Vending (Lit)
VPBUSRED_BK                                        Bus (Red) – Back
VPBUSRED_BK_DMG                                    Bus (Red) – Back Damaged
VPBUSRED_BK_VL                                     Bus (Red) – Back Vending (Lit)
VPBUSRED_FT                                        Bus (Red) – Front
VPBUSRED_FT_DMG                                    Bus (Red) – Front Damaged
VPBUSRED_FT_VL                                     Bus (Red) – Front Vending (Lit)
VPBUSRED_SD_BK                                     Bus (Red) – Side Back
VPBUSRED_SD_BK_DMG                                 Bus (Red) – Side Back Damaged
VPBUSRED_SD_FT                                     Bus (Red) – Side Front
VPBUSRED_SD_FT_DMG                                 Bus (Red) – Side Front Damaged
VPBUSRED_SD_VL                                     Bus (Red) – Side Vending (Lit)
VPBUSRED_TP_BK                                     Bus (Red) – Top Back
VPBUSRED_TP_BK_DMG                                 Bus (Red) – Top Back Damaged
VPBUSRED_TP_FT                                     Bus (Red) – Top Front
VPBUSRED_TP_FT_DMG                                 Bus (Red) – Top Front Damaged
VPBUSRED_TP_VL                                     Bus (Red) – Top Vending (Lit)
VPBUSWHITE_BK                                      Bus (White) – Back
VPBUSWHITE_BK_DMG                                  Bus (White) – Back Damaged
VPBUSWHITE_BK_VL                                   Bus (White) – Back Vending (Lit)
VPBUSWHITE_FT                                      Bus (White) – Front
VPBUSWHITE_FT_DMG                                  Bus (White) – Front Damaged
VPBUSWHITE_FT_VL                                   Bus (White) – Front Vending (Lit)
VPBUSWHITE_SD_BK                                   Bus (White) – Side Back
VPBUSWHITE_SD_BK_DMG                               Bus (White) – Side Back Damaged
VPBUSWHITE_SD_FT                                   Bus (White) – Side Front
VPBUSWHITE_SD_FT_DMG                               Bus (White) – Side Front Damaged
VPBUSWHITE_SD_VL                                   Bus (White) – Side Vending (Lit)
VPBUSWHITE_TP_BK                                   Bus (White) – Top Back
VPBUSWHITE_TP_BK_DMG                               Bus (White) – Top Back Damaged
VPBUSWHITE_TP_FT                                   Bus (White) – Top Front
VPBUSWHITE_TP_FT_DMG                               Bus (White) – Top Front Damaged
VPBUSWHITE_TP_VL                                   Bus (White) – Top Vending (Lit)
VPBUS_DASHL                                        Bus – Dashboard Left
VPBUS_DASHM                                        Bus – Dashboard Mid
VPBUS_DASHR                                        Bus – Dashboard Right
VPBUS_NEEDLE                                       Bus – Needle
VPBUS_STRWHEEL                                     Bus – Steering Wheel
VPCADDIEBLUE_BK                                    Cadillac (Blue) – Back
VPCADDIEBLUE_BK_DMG                                Cadillac (Blue) – Back Damaged
VPCADDIEBLUE_BK_VL                                 Cadillac (Blue) – Back Vending (Lit)
VPCADDIEBLUE_FT                                    Cadillac (Blue) – Front
VPCADDIEBLUE_FT_DMG                                Cadillac (Blue) – Front Damaged
VPCADDIEBLUE_FT_VL                                 Cadillac (Blue) – Front Vending (Lit)
VPCADDIEBLUE_SD                                    Cadillac (Blue) – Side
VPCADDIEBLUE_SD_DMG                                Cadillac (Blue) – Side Damaged
VPCADDIEBLUE_SD_VL                                 Cadillac (Blue) – Side Vending (Lit)
VPCADDIEBLUE_TP                                    Cadillac (Blue) – Top
VPCADDIEBLUE_TP_DMG                                Cadillac (Blue) – Top Damaged
VPCADDIEBLUE_TP_VL                                 Cadillac (Blue) – Top Vending (Lit)
VPCADDIEGOLD_BK                                    Cadillac (Gold) – Back
VPCADDIEGOLD_BK_DMG                                Cadillac (Gold) – Back Damaged
VPCADDIEGOLD_BK_VL                                 Cadillac (Gold) – Back Vending (Lit)
VPCADDIEGOLD_FT                                    Cadillac (Gold) – Front
VPCADDIEGOLD_FT_DMG                                Cadillac (Gold) – Front Damaged
VPCADDIEGOLD_FT_VL                                 Cadillac (Gold) – Front Vending (Lit)
VPCADDIEGOLD_SD                                    Cadillac (Gold) – Side
VPCADDIEGOLD_SD_DMG                                Cadillac (Gold) – Side Damaged
VPCADDIEGOLD_SD_VL                                 Cadillac (Gold) – Side Vending (Lit)
VPCADDIEGOLD_TP                                    Cadillac (Gold) – Top
VPCADDIEGOLD_TP_DMG                                Cadillac (Gold) – Top Damaged
VPCADDIEGOLD_TP_VL                                 Cadillac (Gold) – Top Vending (Lit)
VPCADDIEGREEN_BK                                   Cadillac (Green) – Back
VPCADDIEGREEN_BK_DMG                               Cadillac (Green) – Back Damaged
VPCADDIEGREEN_BK_VL                                Cadillac (Green) – Back Vending (Lit)
VPCADDIEGREEN_FT                                   Cadillac (Green) – Front
VPCADDIEGREEN_FT_DMG                               Cadillac (Green) – Front Damaged
VPCADDIEGREEN_FT_VL                                Cadillac (Green) – Front Vending (Lit)
VPCADDIEGREEN_SD                                   Cadillac (Green) – Side
VPCADDIEGREEN_SD_DMG                               Cadillac (Green) – Side Damaged
VPCADDIEGREEN_SD_VL                                Cadillac (Green) – Side Vending (Lit)
VPCADDIEGREEN_TP                                   Cadillac (Green) – Top
VPCADDIEGREEN_TP_DMG                               Cadillac (Green) – Top Damaged
VPCADDIEGREEN_TP_VL                                Cadillac (Green) – Top Vending (Lit)
VPCADDIERED_BK                                     Cadillac (Red) – Back
VPCADDIERED_BK_DMG                                 Cadillac (Red) – Back Damaged
VPCADDIERED_BK_VL                                  Cadillac (Red) – Back Vending (Lit)
VPCADDIERED_FT                                     Cadillac (Red) – Front
VPCADDIERED_FT_DMG                                 Cadillac (Red) – Front Damaged
VPCADDIERED_FT_VL                                  Cadillac (Red) – Front Vending (Lit)
VPCADDIERED_SD                                     Cadillac (Red) – Side
VPCADDIERED_SD_DMG                                 Cadillac (Red) – Side Damaged
VPCADDIERED_SD_VL                                  Cadillac (Red) – Side Vending (Lit)
VPCADDIERED_TP                                     Cadillac (Red) – Top
VPCADDIERED_TP_DMG                                 Cadillac (Red) – Top Damaged
VPCADDIERED_TP_VL                                  Cadillac (Red) – Top Vending (Lit)
VPCAD_DASHL                                        Cad – Dashboard Left
VPCAD_DASHM                                        Cad – Dashboard Mid
VPCAD_DASHR                                        Cad – Dashboard Right
VPCAD_DASHWHL                                      Cad – Dashwhl
VPCAD_DASNEEDLE                                    Cad – Dasneedle
VPCAD_WHL                                          Cad – Wheel
VPCOPLIGHTS                                        Police Car Lights
